;Date Time Fetched;Traveler ID;Project UUID;Project Id;Short Name;Items to inspect;Inspection Notes;Imageset Count;Batch Count;Audit Batch Count;Image Count;Record Count;State;Export States;Export State Diffs
289;2021-04-10 10:24:10;17-0410;09039927-D8C8-42DD-9276-4E02E1EB257D;2200;Brasil, (Lote Rápido) São Paulo—Registro Civil, Nascimento, 1907–1995 \[Parte G\];{color:red}{color};{color:red}{color};399;76990;3663;94438;90551;READY_FOR_DELIVERY;ACCEPTED: 89948\\ {color:red}EXPORTED: 13{color}\\IN_PROGRESS: 1\\NA_AUDIT: 4516\\NA_BLOCKED: 3404\\NA_DUPLICATE: 15\\NA_NED: 1027\\NE_NO_PERSONAS: 30;
290;2021-04-11 02:06:39;19-0312;F34E4D12-9724-47B6-8358-422916125413;3223;Brasil, Bahia—Listas de passageiros, 1855–1965 \[Parte A\];{color:red}{color};{color:red}{color};99;40532;1929;39002;2109921;READY_FOR_DELIVERY;ACCEPTED: 37247\\ {color:red}EXPORTED: 972{color}\\NA_AUDIT: 1929\\NA_BLOCKED: 399\\NA_NED: 283\\REJECTED: 2\\NE_NO_PERSONAS: 99;ACCEPTED: 208\\ {color:red}EXPORTED: 4{color}\\NA_AUDIT: 9\\NA_NED: 3
291;2021-04-10 12:47:24;19-0311;E3BDD7CC-25BE-410B-A64D-3D673C28FBD8;3226;Brasil, Minas Gerais, Belo Horizonte—Municipal Cemetery Records, 1897–2012 \[Part A\];{color:red}{color};{color:red}{color};37;31712;1513;93304;90595;READY_FOR_DELIVERY;ACCEPTED: 89613\\ {color:red}EXPORTED: 103{color}\\IN_PROGRESS: 1\\NA_AUDIT: 4565\\NA_BLOCKED: 2313\\NA_DUPLICATE: 16\\NA_NED: 1164\\NE_NO_PERSONAS: 94;
292;2021-04-10 09:06:06;14-0393;AB77ED81-53D7-4E0E-A436-0143923BFBB2;1276;Brasil, Pernambuco, Recife—Civil Births, 1931–2011 \[Part D\];{color:red}{color};{color:red}{color};36;1124;47;10715;10786;READY_FOR_DELIVERY;ACCEPTED: 10247\\ {color:red}EXPORTED: 460{color}\\NA_AUDIT: 470\\NA_DUPLICATE: 3\\NA_NED: 1\\NE_NO_PERSONAS: 4;
293;2021-04-10 09:06:11;14-0393;5ECAFB6C-75D5-460D-954E-DABF98694DE8;3166;Brasil, Pernambuco, Recife—Nascimento Civil, 1931–2016 \[Part G\];{color:red}{color};{color:red}{color};1;210;10;600;1051;READY_FOR_DELIVERY;ACCEPTED: 562\\ {color:red}EXPORTED: 9{color}\\NA_AUDIT: 30\\NA_BLOCKED: 2\\NA_NED: 26\\NE_NO_PERSONAS: 1;
294;2021-04-10 09:14:22;14-1298;88188A81-EC92-4330-9359-D2B852BABE4F;529;Brasil, Pernambuco—Óbitos, 1900–2011 (Parte 2B);{color:red}{color};{color:red}{color};71;7536;358;21532;21452;READY_FOR_DELIVERY;ACCEPTED: 18337\\ {color:red}EXPORTED: 2317{color}\\NA_AUDIT: 1066\\NA_BLOCKED: 216\\NA_DUPLICATE: 17\\NA_NED: 9\\NE_NO_PERSONAS: 636;
295;2021-04-10 10:58:18;17-1258;DFC3E0DF-E62B-4B4B-9639-DEB3FB73D370;2062;Brasil, Rio de Janeiro—Registro Civil, Casamentos, 1900–2012 \[Parte A\];{color:red}{color};{color:red}{color};54;10791;513;28898;26068;READY_FOR_DELIVERY;ACCEPTED: 22907\\ {color:red}EXPORTED: 363{color}\\NA_AUDIT: 1438\\NA_BLOCKED: 102\\NA_DUPLICATE: 156\\NA_NED: 4746\\NE_NO_PERSONAS: 627;
296;2021-04-10 10:58:30;17-1258;AF218CFC-8CAD-41CE-837A-930541D052A9;1994;Brasil, Rio de Janeiro—Registro Civil, Óbitos, 1900–2012;{color:red}{color};{color:red}{color};200;56157;2669;115476;111659;READY_FOR_DELIVERY;ACCEPTED: 110715\\ {color:red}EXPORTED: 162{color}\\NA_AUDIT: 5553\\NA_BLOCKED: 4145\\NA_DUPLICATE: 13\\NA_NED: 387\\ {color:red}NOT_EXPORTED: 1{color}\\NE_NO_PERSONAS: 55;
297;2021-04-16 13:55:25;17-1258;624CC290-5A21-4CFA-9781-F54B720CAE4F;2358;Brasil, Rio de Janeiro—Registro Civil, Óbitos, 1900–2012 \[Parte B\];{color:red}image count: 126676!=126678\\blocked image count: 2913!=2911\\# of issues: 6\\{color};{color:red}[624CC290-5A21-4CFA-9781-F54B720CAE4F|624CC290-5A21-4CFA-9781-F54B720CAE4F] \\ the first and last image in batchingbatch 28C5BBD6-4E30-4ADA-8EC7-CA90F4DBFA6A are not blocked and are not associated with an indexing batch{color};331;26138;1243;126678;157305;READY_FOR_DELIVERY;ACCEPTED: 123266\\ {color:red}EXPORTED: 210{color}\\NA_AUDIT: 6183\\NA_BLOCKED: 2913\\NA_DUPLICATE: 16\\NA_NED: 207\\ {color:red}NOT_EXPORTED: 1{color}\\NE_NO_PERSONAS: 65;
298;2021-04-10 10:58:48;17-1258;623102FE-B780-435F-9A54-BA5D09A001BD;2364;Brasil, Rio de Janeiro—Registro Civil, Óbitos, 1900–2012 \[Parte C\];{color:red}{color};{color:red}{color};7;3440;163;11304;7265;READY_FOR_DELIVERY;ACCEPTED: 2905\\ {color:red}EXPORTED: 33{color}\\NA_AUDIT: 507\\NA_BLOCKED: 806\\NA_DUPLICATE: 79\\NA_NED: 7221\\ {color:red}NOT_EXPORTED: 2{color}\\NE_NO_PERSONAS: 258;
299;2021-04-10 11:09:53;09-0498;1BE48DC9-07CA-4F8C-A145-619E42C9F861;2160;Brasil, Santa Catarina, Florianopolis—Registros da Igreja, 1751–1954 \[Parte C\];{color:red}{color};{color:red}{color};2;1247;60;1255;9562;READY_FOR_DELIVERY;ACCEPTED: 1118\\ {color:red}EXPORTED: 64{color}\\NA_AUDIT: 60\\NA_BLOCKED: 68\\NA_NED: 5;
300;2021-04-10 12:12:36;18-1018;91E02B3F-3F0C-489A-B363-B73F3829C8B5;2771;Brasil, São Paulo, Araçatuba—Registro Civil, 1918–1999;{color:red}{color};{color:red}{color};59;8261;392;49412;102511;READY_FOR_DELIVERY;ACCEPTED: 42398\\ {color:red}EXPORTED: 359{color}\\NA_AUDIT: 2314\\NA_BLOCKED: 3145\\NA_DUPLICATE: 182\\NA_NED: 2864\\ {color:red}NOT_EXPORTED: 1{color}\\NE_NO_PERSONAS: 463;
301;2021-04-10 12:12:43;18-1018;3F640029-B1FB-425F-A807-E401EB9E3F90;2876;Brasil, São Paulo—Araçatuba, Registro Civil–1918-1999 \[Parte B\];{color:red}{color};{color:red}{color};63;2646;126;12663;13151;READY_FOR_DELIVERY;ACCEPTED: 12245\\ {color:red}EXPORTED: 29{color}\\NA_AUDIT: 615\\NA_BLOCKED: 379\\NA_DUPLICATE: 4\\NA_NED: 6;
302;2021-04-16 09:33:33;13-1155;4F02B9D9-1261-4C3E-AE4A-D6F57446986D;564;Brasil, São Paulo—Cartões de Imigração, 1938–1980 \[Parte 2J\];{color:red}batches w/too many images: \\7654196C-35F0-4CAA-B4FC-2F997B61D12A : 400\\# of issues: 2\\{color};{color:red}[4F02B9D9-1261-4C3E-AE4A-D6F57446986D|4F02B9D9-1261-4C3E-AE4A-D6F57446986D] \\ The batch with too many images is correct, has been exported successfully, and does not need re-export.{color};100;3992;191;71127;35543;READY_FOR_DELIVERY;ACCEPTED: 31593\\ {color:red}EXPORTED: 1786{color}\\NA_AUDIT: 1740\\NA_BLOCKED: 35579\\NA_DUPLICATE: 190\\NA_NED: 18\\NE_NO_PERSONAS: 1961;
303;2021-04-10 08:56:23;13-1155;E7F9AA8A-9B48-4325-BC77-F2192A5EEFB9;2724;Brasil, São Paulo—Cartões de Imigração, 1938–1980 \[Parte 2K\];{color:red}{color};{color:red}{color};6;258;13;4234;2120;READY_FOR_DELIVERY;ACCEPTED: 2108\\NA_AUDIT: 115\\NA_BLOCKED: 2122\\NA_DUPLICATE: 3\\NA_NED: 1;
304;2021-04-10 09:19:55;15-0437;7BB202C6-CE74-4D0C-93DD-EE13CECCBD7B;1121;Brasil, São Paulo—Cartões de Imigração, 1938–1980 \[Parte 2W\];{color:red}{color};{color:red}{color};50;1466;65;41002;20498;READY_FOR_DELIVERY;ACCEPTED: 20357\\ {color:red}EXPORTED: 75{color}\\NA_AUDIT: 945\\NA_BLOCKED: 20505\\NA_DUPLICATE: 46\\NA_NED: 18\\NE_NO_PERSONAS: 1;
305;2021-04-10 08:52:56;13-0610;FC0C00B1-4B3A-42D4-8D32-6070C3A64277;1192;Brasil, São Paulo—Cartões de Imigração, 1938–1980 \[Parte 2Z\];{color:red}{color};{color:red}{color};9;463;22;8736;4345;READY_FOR_DELIVERY;ACCEPTED: 2216\\ {color:red}EXPORTED: 2102{color}\\NA_AUDIT: 220\\NA_BLOCKED: 4373\\NA_DUPLICATE: 38\\NA_NED: 7;
306;2021-04-10 10:24:20;17-0410;DB77E9CA-55DD-46F8-897E-397AE6DDEB6A;2807;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AA\];{color:red}{color};{color:red}{color};300;32355;1531;66926;66276;READY_FOR_DELIVERY;ACCEPTED: 65073\\ {color:red}EXPORTED: 23{color}\\NA_AUDIT: 3237\\NA_BLOCKED: 1664\\NA_DUPLICATE: 21\\NA_NED: 118\\NE_NO_PERSONAS: 27;
307;2021-04-14 09:32:55;17-0410;C440C0CB-8319-4577-AB5B-190EB4528538;2816;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AB\];{color:red}{color};{color:red}{color};300;23647;1116;68319;67219;READY_FOR_DELIVERY;ACCEPTED: 66434\\ {color:red}EXPORTED: 20{color}\\NA_AUDIT: 3294\\NA_BLOCKED: 1619\\NA_DUPLICATE: 69\\NA_NED: 108\\NE_NO_PERSONAS: 69;
308;2021-04-10 10:24:43;17-0410;3460D229-3CE1-417C-A995-CD34D3724988;2843;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AC\];{color:red}{color};{color:red}{color};300;22558;1069;65582;63684;READY_FOR_DELIVERY;ACCEPTED: 62935\\NA_AUDIT: 3186\\NA_BLOCKED: 1538\\NA_DUPLICATE: 201\\NA_NED: 889\\ {color:red}NOT_EXPORTED: 1{color}\\NE_NO_PERSONAS: 18;
309;2021-04-10 10:24:53;17-0410;EBB5120C-D9B2-494E-90A6-2EAE27C6F327;2853;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AD\];{color:red}{color};{color:red}{color};300;22620;1068;65865;65897;READY_FOR_DELIVERY;ACCEPTED: 64152\\ {color:red}EXPORTED: 36{color}\\NA_AUDIT: 3195\\NA_BLOCKED: 1499\\NA_DUPLICATE: 29\\NA_NED: 140\\NE_NO_PERSONAS: 9;
310;2021-04-10 10:25:06;17-0410;91AB492F-EEF0-4A8C-B8ED-76B423ECE1C2;2855;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AE\];{color:red}{color};{color:red}{color};445;39043;1853;113930;111984;READY_FOR_DELIVERY;ACCEPTED: 110001\\ {color:red}EXPORTED: 44{color}\\NA_AUDIT: 5542\\NA_BLOCKED: 2785\\NA_DUPLICATE: 76\\NA_NED: 969\\ {color:red}NOT_EXPORTED: 1{color}\\NE_NO_PERSONAS: 54;
311;2021-04-10 10:25:17;17-0410;223070EB-F391-4C7D-8D33-66056E4E26E8;2907;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AF\];{color:red}{color};{color:red}{color};300;25253;1190;71851;70907;READY_FOR_DELIVERY;ACCEPTED: 69879\\ {color:red}EXPORTED: 25{color}\\NA_AUDIT: 3486\\NA_BLOCKED: 1671\\NA_DUPLICATE: 28\\NA_NED: 229\\NE_NO_PERSONAS: 19;
312;2021-04-14 09:33:06;17-0410;3D740621-7742-465E-BFF6-CCB5B2F8C06A;2906;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AG\];{color:red}{color};{color:red}{color};300;24841;1165;72471;70951;READY_FOR_DELIVERY;ACCEPTED: 70385\\ {color:red}EXPORTED: 47{color}\\NA_AUDIT: 3486\\NA_BLOCKED: 1805\\NA_DUPLICATE: 87\\NA_NED: 125\\NE_NO_PERSONAS: 22;
313;2021-04-10 10:25:38;17-0410;FE015E68-F887-4BA6-97F9-61703DBECFD4;2908;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AH\];{color:red}{color};{color:red}{color};392;30241;1436;88047;86838;READY_FOR_DELIVERY;ACCEPTED: 85733\\ {color:red}EXPORTED: 33{color}\\NA_AUDIT: 4289\\NA_BLOCKED: 2048\\NA_DUPLICATE: 60\\NA_NED: 157\\NE_NO_PERSONAS: 16;
314;2021-04-10 10:25:49;17-0410;09CDCAD9-7876-4B21-8363-37C0B1846CD5;2953;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AJ\];{color:red}{color};{color:red}{color};300;24786;1177;72006;70470;READY_FOR_DELIVERY;ACCEPTED: 69810\\ {color:red}EXPORTED: 28{color}\\NA_AUDIT: 3513\\NA_BLOCKED: 1596\\NA_DUPLICATE: 339\\NA_NED: 200\\NE_NO_PERSONAS: 33;
315;2021-04-10 10:25:59;17-0410;FD4E2D8A-D179-4F88-A015-45FA1DC2915C;3125;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AK\];{color:red}{color};{color:red}{color};300;22211;1047;64765;63491;READY_FOR_DELIVERY;ACCEPTED: 62913\\ {color:red}EXPORTED: 45{color}\\NA_AUDIT: 3128\\NA_BLOCKED: 1606\\NA_DUPLICATE: 28\\NA_NED: 160\\NE_NO_PERSONAS: 13;
316;2021-04-10 10:26:09;17-0410;785434D6-5DDC-42FB-8DDE-B3747F85EBC7;3126;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AL\];{color:red}{color};{color:red}{color};300;22410;1062;65863;63892;READY_FOR_DELIVERY;ACCEPTED: 63502\\ {color:red}EXPORTED: 6{color}\\NA_AUDIT: 3169\\NA_BLOCKED: 2146\\NA_DUPLICATE: 77\\NA_NED: 123\\NE_NO_PERSONAS: 9;
317;2021-04-10 10:26:18;17-0410;12C13A82-387F-4062-8CAC-C686E66E4B7C;3127;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AM\];{color:red}{color};{color:red}{color};300;22505;1065;66084;64629;READY_FOR_DELIVERY;ACCEPTED: 63774\\ {color:red}EXPORTED: 35{color}\\NA_AUDIT: 3165\\NA_BLOCKED: 2089\\NA_DUPLICATE: 20\\NA_NED: 145\\NE_NO_PERSONAS: 21;
318;2021-04-14 09:33:16;17-0410;B6387A1B-AE91-42DD-94B9-D033082478B6;2965;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AN\];{color:red}{color};{color:red}{color};300;22768;1082;66352;65020;READY_FOR_DELIVERY;ACCEPTED: 64354\\ {color:red}EXPORTED: 30{color}\\NA_AUDIT: 3225\\NA_BLOCKED: 1693\\NA_DUPLICATE: 82\\NA_NED: 168\\NE_NO_PERSONAS: 25;
319;2021-04-10 10:26:35;17-0410;CF9B4476-BD7B-4CAC-B3F9-828B33F5714F;2968;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AO\];{color:red}{color};{color:red}{color};300;21419;1023;62433;61261;READY_FOR_DELIVERY;ACCEPTED: 60601\\ {color:red}EXPORTED: 21{color}\\NA_AUDIT: 3052\\NA_BLOCKED: 1586\\NA_DUPLICATE: 97\\NA_NED: 106\\NE_NO_PERSONAS: 22;
320;2021-04-10 10:26:46;17-0410;3E64377C-3B05-46CC-8AA0-17412F15E83B;2971;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AP\];{color:red}{color};{color:red}{color};300;22392;1060;65474;63902;READY_FOR_DELIVERY;ACCEPTED: 63450\\ {color:red}EXPORTED: 24{color}\\NA_AUDIT: 3171\\NA_BLOCKED: 1816\\NA_DUPLICATE: 27\\NA_NED: 107\\NE_NO_PERSONAS: 50;
321;2021-04-11 00:32:17;17-0410;130F95FB-6587-422A-82FD-920E3B4BCDC0;3130;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AQ\];{color:red}{color};{color:red}{color};300;23355;1103;67951;66739;READY_FOR_DELIVERY;ACCEPTED: 66168\\ {color:red}EXPORTED: 33{color}\\NA_AUDIT: 3298\\NA_BLOCKED: 1522\\NA_DUPLICATE: 40\\NA_NED: 156\\NE_NO_PERSONAS: 32;ACCEPTED: 1107\\NA_AUDIT: 82\\NA_DUPLICATE: 1\\NA_NED: 3\\NE_NO_PERSONAS: 2
322;2021-04-10 10:27:06;17-0410;96D9E19F-5F06-4C91-843D-4945A821C437;3160;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AR\];{color:red}{color};{color:red}{color};300;23371;1099;67810;67387;READY_FOR_DELIVERY;ACCEPTED: 66025\\ {color:red}EXPORTED: 34{color}\\NA_AUDIT: 3265\\NA_BLOCKED: 1523\\NA_DUPLICATE: 77\\NA_NED: 125\\NE_NO_PERSONAS: 26;
323;2021-04-10 10:27:17;17-0410;37BE46C6-171F-4D8D-A84D-7C65DFA3E561;3162;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AS\];{color:red}{color};{color:red}{color};300;23807;1127;69190;68126;READY_FOR_DELIVERY;ACCEPTED: 67295\\ {color:red}EXPORTED: 44{color}\\NA_AUDIT: 3367\\NA_BLOCKED: 1569\\NA_DUPLICATE: 66\\NA_NED: 170\\NE_NO_PERSONAS: 46;
324;2021-04-10 10:27:27;17-0410;3BF3DD51-DC15-45ED-9166-B72D880EB582;3187;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AT\];{color:red}{color};{color:red}{color};300;24148;1140;70575;70602;READY_FOR_DELIVERY;ACCEPTED: 68353\\ {color:red}EXPORTED: 72{color}\\NA_AUDIT: 3408\\NA_BLOCKED: 1846\\NA_DUPLICATE: 137\\NA_NED: 127\\NE_NO_PERSONAS: 40;
325;2021-04-11 01:26:58;17-0410;09D453E0-2187-4B87-AF5C-F9ABA544992B;3197;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AU\];{color:red}{color};{color:red}{color};300;22449;1068;65907;64112;READY_FOR_DELIVERY;ACCEPTED: 63553\\ {color:red}EXPORTED: 46{color}\\IN_PROGRESS: 1\\NA_AUDIT: 3189\\NA_BLOCKED: 2117\\NA_DUPLICATE: 18\\NA_NED: 154\\NE_NO_PERSONAS: 18;ACCEPTED: 407\\IN_PROGRESS: 1\\NA_AUDIT: 30
326;2021-04-10 10:27:47;17-0410;F0C17FDA-FA90-46F0-9530-B674672F278C;3198;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AV\];{color:red}{color};{color:red}{color};300;25170;1198;73124;72696;READY_FOR_DELIVERY;ACCEPTED: 71310\\ {color:red}EXPORTED: 27{color}\\NA_AUDIT: 3571\\NA_BLOCKED: 1621\\NA_DUPLICATE: 61\\NA_NED: 87\\NE_NO_PERSONAS: 18;
327;2021-04-14 09:33:29;17-0410;00A60792-5C27-494A-87F1-CDAFA87EA7BC;3214;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AW\];{color:red}{color};{color:red}{color};300;22962;1078;66840;66790;READY_FOR_DELIVERY;ACCEPTED: 64879\\ {color:red}EXPORTED: 49{color}\\IN_PROGRESS: 1\\NA_AUDIT: 3215\\NA_BLOCKED: 1497\\NA_DUPLICATE: 230\\NA_NED: 141\\NE_NO_PERSONAS: 43;
328;2021-04-10 10:28:06;17-0410;CD0BE05C-033E-471A-B706-5FFE82B5776F;3215;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AX\];{color:red}{color};{color:red}{color};300;22436;1071;65474;64475;READY_FOR_DELIVERY;ACCEPTED: 63095\\ {color:red}EXPORTED: 57{color}\\NA_AUDIT: 3180\\NA_BLOCKED: 1694\\NA_DUPLICATE: 91\\NA_NED: 403\\NE_NO_PERSONAS: 134;
329;2021-04-10 10:28:16;17-0410;E88A5D38-32D7-434A-919D-2657A124A13D;3230;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte AY\];{color:red}{color};{color:red}{color};300;22114;1049;64219;63027;READY_FOR_DELIVERY;ACCEPTED: 62260\\ {color:red}EXPORTED: 101{color}\\IN_PROGRESS: 69\\NA_AUDIT: 3120\\NA_BLOCKED: 1517\\NA_DUPLICATE: 31\\NA_NED: 149\\ {color:red}NOT_EXPORTED: 1{color}\\NE_NO_PERSONAS: 91;
330;2021-04-10 10:28:25;17-0410;F871E4B2-0FDF-43FD-B1C7-5863F3D7D390;2708;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte W\];{color:red}{color};{color:red}{color};300;24332;1152;67448;67139;READY_FOR_DELIVERY;ACCEPTED: 65411\\ {color:red}EXPORTED: 37{color}\\NA_AUDIT: 3275\\NA_BLOCKED: 1683\\NA_DUPLICATE: 59\\NA_NED: 139\\NE_NO_PERSONAS: 119;
331;2021-04-10 10:28:34;17-0410;A0C84831-E3D6-4CD7-9421-7F8C7EF5CEE3;2932;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte Y\];{color:red}{color};{color:red}{color};258;19935;938;61888;53946;READY_FOR_DELIVERY;ACCEPTED: 51904\\ {color:red}EXPORTED: 20{color}\\NA_AUDIT: 2812\\NA_BLOCKED: 4831\\NA_DUPLICATE: 43\\NA_NED: 5062\\NE_NO_PERSONAS: 28;
332;2021-04-10 10:28:42;17-0410;0F7D9819-BA6D-4F6D-8DB8-537CAC3F1354;2802;Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte Z\];{color:red}{color};{color:red}{color};300;25870;1243;68812;69050;READY_FOR_DELIVERY;ACCEPTED: 66889\\ {color:red}EXPORTED: 38{color}\\NA_AUDIT: 3394\\NA_BLOCKED: 1648\\NA_DUPLICATE: 20\\NA_NED: 133\\NE_NO_PERSONAS: 84;
333;2021-04-14 09:33:39;17-0410;78E69F9A-BBE1-4988-9C5E-CBD047640896;2006;Brasil, São Paulo—Registro Civil, Nacimientos, 1907–1995 \[Parte D\];{color:red}{color};{color:red}{color};300;7816;373;73322;71389;READY_FOR_DELIVERY;ACCEPTED: 70711\\ {color:red}EXPORTED: 14{color}\\NA_AUDIT: 3585\\NA_BLOCKED: 1767\\NA_DUPLICATE: 79\\NA_NED: 628\\NE_NO_PERSONAS: 138;
334;2021-04-10 10:29:04;17-0410;81212D07-EC16-4740-9924-28BB757EB0E1;2083;Brasil, São Paulo—Registro Civil, Nacimientos, 1907–1995 \[Parte E\];{color:red}{color};{color:red}{color};400;9570;453;92885;90298;READY_FOR_DELIVERY;ACCEPTED: 89733\\ {color:red}EXPORTED: 8{color}\\NA_AUDIT: 4492\\NA_BLOCKED: 2600\\NA_DUPLICATE: 212\\NA_NED: 260\\ {color:red}NOT_EXPORTED: 1{color}\\NE_NO_PERSONAS: 71;
335;2021-04-10 10:29:24;17-0410;27FCEC51-9261-4943-B03B-A002E402D652;2114;Brasil, São Paulo—Registro Civil, Nacimientos, 1907–1995 \[Parte F\];{color:red}{color};{color:red}{color};897;22216;1030;214782;209686;READY_FOR_DELIVERY;ACCEPTED: 208078\\ {color:red}EXPORTED: 12{color}\\NA_AUDIT: 10223\\NA_BLOCKED: 5649\\NA_DUPLICATE: 187\\NA_NED: 757\\NE_NO_PERSONAS: 99;
336;2021-04-10 10:29:34;17-0410;C79AEE05-26CE-4A55-A4FB-34939156A774;2415;Brasil, São Paulo—Registro Civil, Nacimientos, 1907–1995 \[Parte M\];{color:red}{color};{color:red}{color};300;6544;302;62955;61351;READY_FOR_DELIVERY;ACCEPTED: 61171\\ {color:red}EXPORTED: 9{color}\\NA_AUDIT: 3006\\NA_BLOCKED: 1342\\NA_DUPLICATE: 66\\NA_NED: 264\\NE_NO_PERSONAS: 103;
337;2021-04-10 10:29:45;17-0410;27310868-1FDC-46C5-B752-E95709458B3B;2047;Brasil, São Paulo—Registro Civil, Nascimentos, 1907–1995 \[Parte H\];{color:red}{color};{color:red}{color};398;10493;505;86737;84835;READY_FOR_DELIVERY;ACCEPTED: 84314\\ {color:red}EXPORTED: 11{color}\\NA_AUDIT: 4283\\NA_BLOCKED: 2032\\NA_DUPLICATE: 52\\NA_NED: 236\\NE_NO_PERSONAS: 92;
338;2021-04-10 10:29:53;17-0410;2C8D1E5B-D59A-4F3B-B2F8-327DD9F5D8FB;1717;Brasil, São Paulo—Registro Civil, Nascimentos, 1907–1995 \[Parte I\];{color:red}{color};{color:red}{color};166;7654;364;39431;32801;READY_FOR_DELIVERY;ACCEPTED: 31642\\ {color:red}EXPORTED: 30{color}\\NA_AUDIT: 1927\\NA_BLOCKED: 1115\\NA_DUPLICATE: 70\\NA_NED: 6381\\ {color:red}NOT_EXPORTED: 27{color}\\NE_NO_PERSONAS: 166;
339;2021-04-10 10:30:01;17-0410;C3553274-5382-433C-8225-525CADEB5902;2351;Brasil, São Paulo—Registro Civil, Nascimentos, 1907–1995 \[Parte J\];{color:red}{color};{color:red}{color};200;5734;264;48704;47707;READY_FOR_DELIVERY;ACCEPTED: 47041\\ {color:red}EXPORTED: 8{color}\\NA_AUDIT: 2292\\NA_BLOCKED: 1194\\NA_DUPLICATE: 280\\NA_NED: 157\\NE_NO_PERSONAS: 24;
340;2021-04-10 10:30:13;17-0410;69644385-A458-43DB-A4C7-D324C073EA72;2365;Brasil, São Paulo—Registro Civil, Nascimentos, 1907–1995 \[Parte L\];{color:red}{color};{color:red}{color};500;18545;874;118224;116272;READY_FOR_DELIVERY;ACCEPTED: 114622\\ {color:red}EXPORTED: 9{color}\\NA_AUDIT: 5694\\NA_BLOCKED: 2863\\NA_DUPLICATE: 282\\NA_NED: 353\\NE_NO_PERSONAS: 95;
341;2021-04-10 10:30:19;17-0410;7E4AFEFE-EE41-4CB6-A22C-59DBB37729C4;2270;Brasil, São Paulo—Registro Civil, Óbitos, 1907–1995 \[Parte A\];{color:red}{color};{color:red}{color};200;4309;208;41435;40481;READY_FOR_DELIVERY;ACCEPTED: 40336\\ {color:red}EXPORTED: 6{color}\\NA_AUDIT: 2051\\NA_BLOCKED: 927\\NA_DUPLICATE: 37\\NA_NED: 92\\NE_NO_PERSONAS: 37;
342;2021-04-10 10:30:30;17-0410;AC1230AB-519B-4C51-ACFC-064B80AF5BBC;2103;Brasil, São Paulo—Registros Civis, Matrimônios, 1907–1995 \[Parte A\];{color:red}{color};{color:red}{color};400;8981;424;91340;87514;READY_FOR_DELIVERY;ACCEPTED: 86448\\ {color:red}EXPORTED: 102{color}\\NA_AUDIT: 4456\\NA_BLOCKED: 2372\\NA_DUPLICATE: 144\\NA_NED: 2032\\NE_NO_PERSONAS: 242;
343;2021-04-10 10:30:38;17-0410;0CB7A86D-2678-42CB-9EAE-B1675A9702BA;2355;Brasil, São Paulo—Registros Civis, Matrimônios, 1907–1995 \[Parte B\];{color:red}{color};{color:red}{color};138;3493;163;32982;31952;READY_FOR_DELIVERY;ACCEPTED: 31850\\ {color:red}EXPORTED: 4{color}\\NA_AUDIT: 1582\\NA_BLOCKED: 736\\NA_DUPLICATE: 20\\NA_NED: 334\\NE_NO_PERSONAS: 38;
344;2021-04-10 08:21:31;10-0429;66B2BDEC-04EE-4D78-95F8-3106FDCA17D6;2122;Brasil—Registro Civil, Nascimento, 1852–1914 \[Parte 2C\];{color:red}{color};{color:red}{color};10;8558;407;9854;22672;READY_FOR_DELIVERY;ACCEPTED: 9098\\ {color:red}EXPORTED: 88{color}\\NA_AUDIT: 470\\NA_BLOCKED: 409\\NA_DUPLICATE: 15\\NA_NED: 230\\NE_NO_PERSONAS: 14;
